dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
27 April,India,29458,4.110038187163141,7103,939,58,1568,3.079703028636524,1559.142857142857,3.4631457700692057,50914,716733,522.6438113075094,1.1433902110411753,37.126638523565305,45021.0,49.42857142857143
28 April,India,31360,4.068690286520907,7739,1008,69,1902,3.520201365882549,1611.2857142857142,3.6603135557192603,54031,770764,562.0433753972834,1.386943993239997,39.39956408977407,44020.42857142857,51.714285714285715
29 April,India,33065,3.982770437520552,8429,1079,71,1705,2.868583542238,1670.2857142857142,3.5466952214257765,59437,830201,605.385010584563,1.243291013919135,43.34163518727955,47094.142857142855,56.714285714285715
30 April,India,34867,3.862720377907814,9059,1154,75,1802,2.487129587456696,1689.5714285714287,3.277402906904244,72453,902654,658.2179512481895,1.3140236991684935,52.83294066362645,51552.142857142855,61.714285714285715
01 May,India,37263,3.816510867372074,10021,1231,77,2396,3.2506206840412974,1830.7142857142858,3.2327966781532065,73709,976363,711.9667708053539,1.7471702459532246,53.74881955716453,56629.42857142857,64.28571428571429
02 May,India,39827,3.805915237230637,10852,1323,92,2564,3.6583103856635324,1934.857142857143,3.216025036745413,70087,1046450,763.0744173112487,1.8696763399933505,51.10764650589468,60163.0,71.14285714285714
03 May,India,42779,3.8635951059984666,11763,1463,140,2952,4.856621094713983,2127.0,3.3730239638978374,60783,1107233,807.3975596567307,2.152607080990784,44.32314234548199,63059.142857142855,83.14285714285714
04 May,India,46435,3.8957301756958786,12845,1566,103,3656,4.315748468357867,2425.285714285714,3.5725032774776784,84713,1191946,869.1705283735234,2.6659659512541687,61.77296871679278,67887.57142857143,89.57142857142857
05 May,India,49406,3.8695751268228458,14140,1694,128,2971,3.5020922968114574,2578.0,3.5662833462116885,84835,1276781,931.0324598490835,2.1664619368643696,61.86193147556001,72288.14285714286,98.0
06 May,India,53008,3.9050753160607714,15301,1785,91,3602,4.467209048516718,2849.0,3.7827287694513783,80632,1357413,989.8295513648181,2.626588992455557,58.79709151573472,75316.0,100.85714285714286
07 May,India,56352,3.919353896401973,16776,1889,104,3344,4.16049766718507,3069.285714285714,4.014882253790639,80375,1437788,1048.439237724789,2.438454633751078,58.60968635997096,76447.71428571429,105.0
08 May,India,59691,3.9187559454915366,17887,1986,97,3339,3.9086918349429323,3204.0,4.101307488342324,85425,1523213,1110.731398935371,2.434808619047503,62.29216121058189,78121.42857142857,107.85714285714286
09 May,India,62866,3.9070574511338148,19301,2102,116,3175,3.69943139448173,3291.285714285714,4.095188833016049,85824,1609037,1173.3145121192981,2.315219336770237,62.58311318392719,80369.57142857143,111.28571428571429
10 May,India,67177,4.01371103813853,20970,2214,112,4311,6.668110315385686,3485.4285714285716,4.30713825458333,64651,1673688,1220.458211439466,3.143593877422517,47.14369932016774,80922.14285714286,107.28571428571429
11 May,India,70769,4.021927972543432,22549,2295,81,3592,4.182044684542036,3476.285714285714,4.2869248264283435,85891,1759579,1283.090181220421,2.6192969630484066,62.631969780955096,81090.42857142857,104.14285714285714
12 May,India,74331,4.008682755831199,24454,2415,120,3562,3.7625038290500785,3560.714285714286,4.316249010769409,94671,1854250,1352.1245528208542,2.5974208748269554,69.0343716004331,82495.57142857143,103.0
13 May,India,78057,4.009006487279929,26417,2552,137,3726,4.015475638801177,3578.4285714285716,4.248271791705957,92791,1947041,1419.788022892743,2.7170101571042213,67.66347007188884,84232.57142857143,109.57142857142857
14 May,India,82048,4.022055420911864,28011,2649,97,3991,4.295508605009095,3670.8571428571427,4.267276024471738,92911,2039952,1487.5389973175177,2.910248936393706,67.75097442477464,86023.42857142857,108.57142857142857
15 May,India,85856,4.022720574695787,30245,2753,104,3808,4.037105751391466,3737.8571428571427,4.281875548224082,94325,2134277,1556.3210647004632,2.7768047982428543,68.7820673829457,87294.85714285714,109.57142857142857
16 May,India,90650,4.069325322471025,34257,2873,120,4794,5.134686445670219,3969.1428571428573,4.491395963498517,93365,2227642,1624.4030972603225,3.495798897787879,68.08203255985927,88372.14285714286,110.14285714285714
17 May,India,95699,4.155781329794441,36795,3025,152,5049,6.718562874251497,4074.5714285714284,4.533749586713802,75150,2302792,1679.2026982550574,3.681745647670213,54.7996009947349,89872.0,115.85714285714286
18 May,India,100327,4.172872646839973,39277,3156,131,4628,4.560729243656073,4222.571428571428,4.584853448489812,101475,2404267,1753.1985666641156,3.374751209629183,73.9958684090582,92098.28571428571,123.0
19 May,India,106481,4.238238679694378,42309,3302,146,6154,5.691771256277689,4592.857142857143,4.884993724720347,108121,2512388,1832.040717817166,4.487514897160327,78.84215115305032,94019.71428571429,126.71428571428571
20 May,India,112201,4.28916021896694,45422,3436,134,5720,5.524861878453039,4877.714285714285,5.104660185175495,103532,2615920,1907.536556675275,4.171040820890002,75.49583885810902,95554.14285714286,126.28571428571429
21 May,India,118224,4.347375225874208,48553,3584,148,6023,5.818536623065479,5168.0,5.32405567770743,103514,2719434,1983.0192698804512,4.3919893119266575,75.48271320517615,97068.85714285714,133.57142857142858
22 May,India,124760,4.401019049681847,51833,3726,142,6536,5.665545577476509,5557.714285714285,5.5535808348357865,115364,2834798,2067.1430379331005,4.76607042051347,84.12376805264932,100074.42857142857,139.0
23 May,India,131425,4.465042547430354,54409,3868,142,6665,6.135901236386401,5825.0,5.69659070746697,108623,2943421,2146.35124896239,4.86013759986571,79.20821102928927,102254.14285714286,142.14285714285714
24 May,India,138536,4.566732957738864,57694,4024,156,7111,7.886214927359432,6119.571428571428,5.861666477376132,90170,3033591,2212.1034781266644,5.185362111424616,65.75222916427472,104399.85714285714,142.71428571428572
25 May,India,144950,4.636739676256726,60706,4173,149,6414,6.931955732318865,6374.714285714285,6.18173808481517,92528,3126119,2279.5751678251454,4.677107661746236,67.47168969848079,103121.71428571429,145.28571428571428
26 May,India,150857,4.652978261405976,64291,4346,173,5907,5.090442171301523,6339.428571428572,6.080803319392906,116041,3242160,2364.192606268659,4.307401770803713,84.61743844351341,104253.14285714286,149.14285714285714
27 May,India,158103,4.70245700947255,67725,4534,188,7246,6.03954124158165,6557.428571428572,6.151302035871651,119976,3362136,2451.6794582838857,5.283804508421145,87.48685201522707,106602.28571428571,156.85714285714286
28 May,India,165357,4.74640324837148,70896,4710,176,7254,5.960460797686151,6733.285714285715,6.1659802931434164,121702,3483838,2540.424914574787,5.289638131946866,88.74545629090122,109200.57142857143,160.85714285714286
29 May,India,173495,4.8038278889766,82631,4978,268,8138,6.36970593530107,6962.142857142857,6.273807577487671,127761,3611599,2633.5886114834807,5.934253531538957,93.16369690869362,110971.57142857143,178.85714285714286
30 May,India,181859,4.866408511364782,86934,5183,205,8364,6.668367509646969,7204.857142857143,6.355042678608781,125428,3737027,2725.051077931486,6.099053396140555,91.46246644800544,113372.28571428571,187.85714285714286
31 May,India,190648,4.968405405285667,91862,5405,222,8789,8.773208225194649,7444.571428571428,6.484689204794329,100180,3837207,2798.1026285323182,6.408964645944445,73.05155060083223,114802.28571428571,197.28571428571428
01 June,India,198371,5.001695631071021,95744,5606,201,7723,5.992954030480802,7631.571428571428,6.359975998742791,128868,3966075,2892.0735530963834,5.631634311142217,93.97092456406516,119993.71428571429,204.71428571428572
02 June,India,207183,5.049262374327756,100275,5828,222,8812,6.424707271905394,8046.571428571428,6.5413733794927955,137158,4103233,2992.089570038976,6.425736313580891,100.0160169425928,123010.42857142857,211.71428571428572
03 June,India,216872,5.111628913352242,104064,6087,259,9689,6.946266623651288,8395.57142857143,6.673881591947144,139485,4242718,3093.802442224613,7.065247292587976,101.7128721856367,125797.42857142857,221.85714285714286
04 June,India,226719,5.1687052122035055,108454,6361,274,9847,6.854330681256569,8766.0,6.798804708040964,143661,4386379,3198.5604658906755,7.180461357220953,104.75802366606268,128934.42857142857,235.85714285714286
05 June,India,236191,5.220478582734145,113224,6647,286,9472,6.866853223912193,8956.57142857143,6.86915345155897,137938,4524317,3299.145261127026,6.907010254452814,100.58479523635053,130388.28571428571,238.42857142857142
06 June,India,246599,5.2845821155815225,118657,6944,297,10408,7.326017639316107,9248.57142857143,6.966091682546788,142069,4666386,3402.7423937114704,7.589544206962087,103.59713258444434,132765.57142857142,251.57142857142858
07 June,India,257481,5.392911494849442,123848,7205,261,10882,10.071449726047682,9547.57142857143,7.130929860108597,108048,4774434,3481.5313130498484,7.935186400861014,78.78891933837814,133889.57142857142,257.14285714285717
08 June,India,266017,5.411121299822868,129019,7476,271,8536,6.02475967307068,9663.714285714286,7.120324280741568,141682,4916116,3584.846244096236,6.2244763019435405,103.31493104638763,135720.14285714287,267.14285714285717
09 June,India,275998,5.453070456551753,134653,7748,272,9981,6.873209563684442,9830.714285714286,7.182451917808076,145216,5061332,3690.7381783351107,7.278174551276767,105.89193423887455,136871.2857142857,274.2857142857143
10 June,India,287154,5.508273324714088,140928,8106,358,11156,7.348756323777403,10040.285714285714,7.242416185947969,151808,5213140,3801.437018359179,8.134988006616933,110.69884002406808,138631.7142857143,288.42857142857144
11 June,India,298289,5.561518762660939,146972,8500,394,11135,7.408269851302352,10224.285714285714,7.324991351658946,150305,5363445,3911.0398663633523,8.119674744861918,109.60284800417337,139580.85714285713,305.57142857142856
12 June,India,309595,5.621659135289155,154235,8888,388,11306,7.8657548160877155,10486.285714285714,7.468370529014666,143737,5507182,4015.8533094529093,8.244368447724188,104.81344308955703,140409.2857142857,320.14285714285717
13 June,India,321634,5.68397137532265,162326,9197,309,12039,7.950103016535475,10719.285714285714,7.562273993477306,151432,5658614,4126.2779691712685,8.778874203268309,110.42465971835922,141746.85714285713,321.85714285714283
14 June,India,333038,5.767757687604355,169684,9521,324,11404,9.871969113306037,10793.857142857143,7.557974950460088,115519,5774133,4210.514763679728,8.315830335914262,84.23679450846016,142814.14285714287,330.85714285714283
15 June,India,343070,5.794055093767696,180323,9917,396,10032,6.8274622965100455,11007.57142857143,7.667323745488595,146936,5921069,4317.660926976633,7.315363901253233,107.14616329690442,143564.7142857143,348.7142857142857
16 June,India,354155,5.820843172936839,187549,11921,2004,11085,6.792820506535447,11165.285714285714,7.640548075907888,163187,6084256,4436.6573672630975,8.083214597826165,118.99644028646446,146132.0,596.1428571428571
17 June,India,367263,5.876520160750939,194439,12262,341,13108,7.924455299494595,11444.142857142857,7.728590062207678,165412,6249668,4557.2762840926525,9.558392146892682,120.61891682955542,148075.42857142858,593.7142857142857
18 June,India,381092,5.929891372254839,205180,12605,343,13829,7.814804559248188,11829.0,7.788224405605061,176959,6426627,4686.3153072786445,10.084147467148222,129.03902318599194,151883.14285714287,586.4285714285714
19 June,India,395832,5.982501916422227,214209,12969,364,14740,7.76324729155365,12319.57142857143,7.773903511539564,189869,6616496,4824.7683404292675,10.74845134613962,138.45303315062304,158473.42857142858,583.0
20 June,India,411750,6.048719404938223,228183,13277,308,15918,8.345829182614168,12873.714285714286,7.845643263347414,190730,6807226,4963.849217311847,11.607452410301931,139.08087688257868,164087.42857142858,582.8571428571429
21 June,India,426901,6.142024745582796,237258,13703,426,15151,10.575359294184983,13409.0,7.979105035873372,143267,6950493,5068.319935019267,11.0481537547735,104.47071770742096,168051.42857142858,597.4285714285714
22 June,India,440461,6.170895563790994,248137,14015,312,13560,7.242699881958948,13913.0,8.00486911980221,187223,7137716,5204.843497188758,9.887991876095878,136.52356216949104,173806.7142857143,585.4285714285714
23 June,India,456117,6.203216658001164,258599,14483,468,15656,7.275261971700086,14566.0,8.037015579491666,215195,7352911,5361.7643240159305,11.416401239834592,156.92082682717202,181236.42857142858,366.0
24 June,India,472985,6.25576825254319,271688,14907,424,16868,8.1146480269013,15103.142857142857,8.06352460579324,207871,7560782,5513.3444685053055,12.300195203981215,151.5801444893751,187302.0,377.85714285714283
25 June,India,491190,6.316558619423196,285671,15308,401,18205,8.449913203308485,15728.285714285714,8.15781849598511,215446,7776228,5670.448325270597,13.275139535717217,157.10385676529148,192800.14285714287,386.14285714285717
26 June,India,509445,6.370684833144443,295917,15689,381,18255,8.27970010749323,16230.42857142857,8.23156749221677,220479,7996707,5831.222260436508,13.311599682752968,160.77393516591025,197173.0,388.57142857142856
27 June,India,529587,6.436554987589638,310146,16103,414,20142,8.71589606006188,16833.85714285714,8.295015542991012,231095,8227802,5999.737414021049,14.68760563188224,168.51515358454108,202939.42857142858,403.7142857142857
28 June,India,549197,6.539334694074868,321777,16487,384,19610,11.497420262664166,17470.85714285714,8.446620516082602,170560,8398362,6124.110267589405,14.299669667421842,124.37285356835642,206838.42857142858,397.7142857142857
29 June,India,567536,6.592621796624653,335274,16904,417,18339,8.720731173796436,18153.571428571428,8.639045289468353,210292,8608654,6277.4558123982515,13.372852729773031,153.3455448088462,210134.0,412.7142857142857
30 June,India,585792,6.636677718506081,347839,17409,505,18256,8.37696335078534,18525.0,8.799435967520632,217931,8826585,6436.371738471219,13.312328885693683,158.91592607296835,210524.85714285713,418.0
01 July,India,605221,6.682966414179588,359903,17847,438,19429,8.46255030750736,18890.85714285714,8.842904631631459,229588,9056173,6603.787983224103,14.16768393515242,167.41624475288353,213627.2857142857,420.0
02 July,India,627168,6.745374606262225,379902,18225,378,21947,9.084925654866378,19425.428571428572,8.936978194845816,241576,9297749,6779.945912830279,16.00381693987288,176.15792960617534,217360.14285714287,416.7142857142857
03 July,India,649886,6.812127966363568,394319,18669,444,22718,9.372769542418403,20063.0,9.099308356415115,242383,9540132,6956.69230920961,16.566032407164172,176.7463963793324,220489.2857142857,425.7142857142857
04 July,India,673904,6.884252287194713,409065,19280,611,24018,9.648340523994312,20616.714285714286,9.243600057389397,248934,9789066,7138.215714053567,17.513996230093717,181.5234048439566,223037.7142857143,453.85714285714283
05 July,India,697846,6.999695676744106,424894,19701,421,23942,13.25721499922479,21235.571428571428,9.46025583911411,180596,9969662,7269.90684833494,17.458576806599375,131.6911342813725,224471.42857142858,459.14285714285717
06 July,India,720346,7.054544215251415,440209,20174,473,22500,9.319471482417264,21830.0,9.536094376194274,241430,10211092,7445.958314311771,16.407066166088292,176.05146597683097,228919.7142857143,467.14285714285717
07 July,India,743491,7.098598966885948,457045,20653,479,23145,8.811134502567773,22528.428571428572,9.57384290541566,262679,10473771,7637.504613575856,16.87740206284949,191.54629926408475,235312.2857142857,463.42857142857144
08 July,India,769052,7.1600784743677215,476553,21145,492,25561,9.571221556123882,23404.428571428572,9.724876072843228,267061,10740832,7832.246280126154,18.639156367617016,194.74166655029802,240665.57142857142,471.14285714285717
09 July,India,794842,7.2097841070395,495961,21624,479,25790,9.091902601362904,23953.428571428572,9.710425761347091,283659,11024491,8039.091257086439,18.806143841040758,206.84497696028617,246677.42857142858,485.57142857142856
10 July,India,822591,7.2750584107086915,516250,22144,520,27749,9.822272407092113,24672.14285714286,9.774629712429324,282511,11307002,8245.099109070785,20.234652401901513,206.00785198434534,252410.0,496.42857142857144
11 July,India,850348,7.3387138324660075,536231,22685,541,27757,9.907871112364404,25206.285714285714,9.812873348175033,280151,11587153,8449.386042115042,20.240486025427234,204.28693304425784,256869.57142857142,486.42857142857144
12 July,India,879454,7.449050740556532,554429,23182,497,29106,13.284163156141176,25944.0,9.88830411076155,219103,11806256,8609.15659403453,21.224180792451815,159.77055191948637,262370.5714285714,497.2857142857143
13 July,India,907632,7.505741367192549,572112,23723,541,28178,9.843945962752448,26755.14285714286,9.954550069070502,286247,12092503,8817.888748205385,20.547480463468265,208.7321541708567,268773.0,507.0
14 July,India,937549,7.553165057879598,593088,24305,582,29917,9.34436111831235,27722.571428571428,10.008700841150079,320161,12412664,9051.351090907652,21.81556437737171,233.4623427022664,276984.71428571426,521.7142857142857
15 July,India,970156,7.615344099332077,613734,24919,614,32607,9.976868425400673,28729.14285714286,10.061951569503137,326826,12739490,9289.673571209785,23.777120287895155,238.3224803021321,285522.5714285714,539.1428571428571
16 July,India,1005624,7.692539531564897,636601,25599,680,35468,10.643763429243641,30111.714285714286,10.290949196549015,333228,13072718,9532.664408738374,25.86336990128087,242.99083752858976,292603.85714285716,567.8571428571429
17 July,India,1040448,7.745034853282131,654087,26275,676,34824,9.645896117709626,31122.428571428572,10.243706329875772,361024,13433742,9795.92417120708,25.39376320746039,263.2597624687049,303820.0,590.1428571428571
18 July,India,1077859,7.815177188820456,677669,26818,543,37411,10.446294191725281,32501.571428571428,10.319288289285332,358127,13791869,10057.071432756533,27.280211215090183,261.14726154945345,314959.4285714286,590.4285714285714
19 July,India,1118094,7.959149504680697,700399,27493,675,40235,15.71440288393565,34091.42857142857,10.645720209916615,256039,14047908,10243.775824494269,29.339480319669445,186.7043917377369,320236.0,615.8571428571429
20 July,India,1154900,8.030565797827915,724702,28089,596,36806,11.039757644835705,35324.0,10.803390422929045,333395,14381303,10486.888438913958,26.83904343595759,243.11261441968918,326971.4285714286,623.7142857142857
21 July,India,1194070,8.109384153508026,752291,28760,671,39170,11.411740370524672,36645.857142857145,11.095765268296566,343243,14724546,10737.182243893809,28.56287918780793,250.29380497985085,330268.85714285716,636.4285714285714
